Key,English
perkSorceryScrollMasteryRank10Desc,"[e60000]MASTER[-] Scholar\n• You are now a [e60000]Master[-] Scholar:\n• Learn to craft [e3bb70][U]Incantations[/U][-] at a Sorcerer Desk\n• Learn to craft [e3bb70][U]Legendary (Gold)[/U][-] Scrolls at a Sorcerer Desk\n• Craft Scrolls [ae92d5]+50% Faster[-] at a Sorcerer Desk\n• Your Scrolls now last [ae92d5]+100% Duration[-] longer"

perkSorceryShrineMasteryRank1Desc,"[d1d1d1]TRAINING[-] Worshiper\n• You are [d1d1d1]Training[-] to become a Worshiper:\n• Shrine effects now last [ae92d5]+10% Duration[-] longer"
perkSorceryShrineMasteryRank2Desc,"[2f9970]INITIATE[-] Worshiper\n• You are now an [2f9970]Initiate[-] Worshiper:\n• You now frequently loot [e3bb70][U]Ritual Stones[/U][-] from Shrines\n• Shrine effects now last [ae92d5]+20% Duration[-] longer"
perkSorceryShrineMasteryRank3Desc,"[I]Novice Training[/I]\n• You're training to become a [36dc2a]Novice[-] Worshiper:\n• Shrine effects now last [ae92d5]+30% Duration[-] longer"
perkSorceryShrineMasteryRank4Desc,"[36dc2a]NOVICE[-] Worshiper\n• You are now a [36dc2a]Novice[-] Worshiper:\n• Learn to craft a [e3bb70][U]Ritual Station[/U][-] at a Sorcerer Desk\n• Gain [e3bb70][U]Extra Regen[/U][-] (Stamina + Spirit) during a Shrine Blessing\n• Shrine effects now last [ae92d5]+40% Duration[-] longer"
perkSorceryShrineMasteryRank5Desc,"[I]Adept Training[/I]\n• You're training to become an [407fff]Adept[-] Worshiper:\n• Shrine effects now last [ae92d5]+50% Duration[-] longer"
perkSorceryShrineMasteryRank6Desc,"[407fff]ADEPT[-] Worshiper\n• You are now an [407fff]Adept[-] Worshiper:\n• You now rarely loot a [e3bb70][U]Skill Grimoire[/U][-] from Shrines\n• Shrine effects now last [ae92d5]+60% Duration[-] longer"
perkSorceryShrineMasteryRank7Desc,"[I]Expert Training[/I]\n• You're training to become an [ba3fd0]Expert[-] Worshiper:\n• Shrine effects now last [ae92d5]+70% Duration[-] longer"
perkSorceryShrineMasteryRank8Desc,"[ba3fd0]EXPERT[-] Worshiper\n• You are now an [ba3fd0]Expert[-] Worshiper:\n• Gain [e3bb70][U]+50 Max Stats[/U][-] (Health, Stamina, Spirit) during a Shrine Blessing\n• Shrine effects now last [ae92d5]+80% Duration[-] longer"
perkSorceryShrineMasteryRank9Desc,"[I]Master Training[/I]\n• You're training to become a [e60000]Master[-] Worshiper:\n• Shrine effects now last [ae92d5]+80% Duration[-] longer"
perkSorceryShrineMasteryRank10Desc,"[e60000]MASTER[-] Worshiper\n• You are now a [e60000]Master[-] Worshiper:\n• Gain a [e3bb70][U]Second Effect[/U][-] when activating a Shrine\n• Shrine effects now last [ae92d5]+100% Duration[-] longer"

perkSorcerySpiritMasteryRank1Desc,"[d1d1d1]TRAINING[-] Spiritist\n• You are [d1d1d1]Training[-] to become a Spiritist:\n• Maximum Spirit is increased by [ae92d5]10%[-]\n• Base Spirit Regen is increased by [ae92d5]0.1[-]"
perkSorcerySpiritMasteryRank2Desc,"[2f9970]INITIATE[-] Spiritist\n• You are now an [2f9970]Initiate[-] Spiritist:\n• Maximum Spirit is increased by [ae92d5]20%[-]\n• Spirit Regeneration is increased by [ae92d5]20%[-]\n• Base Spirit Regen is increased by [ae92d5]0.2[-]"
perkSorcerySpiritMasteryRank3Desc,"[I]Novice Training[/I]\n• You're training to become a [36dc2a]Novice[-] Spiritist:\n• Maximum Spirit is increased by [ae92d5]25%[-]\n• Base Spirit Regen is increased by [ae92d5]0.3[-]"
perkSorcerySpiritMasteryRank4Desc,"[36dc2a]NOVICE[-] Spiritist\n• You are now a [36dc2a]Novice[-] Spiritist:\n• Maximum Spirit is increased by [ae92d5]40%[-]\n• Spirit Regeneration is increased by [ae92d5]40%[-]\n• Base Spirit Regen is increased by [ae92d5]0.4[-]"
perkSorcerySpiritMasteryRank5Desc,"[I]Adept Training[/I]\n• You're training to become an [407fff]Adept[-] Spiritist:\n• Maximum Spirit is increased by [ae92d5]45%[-]\n• Base Spirit Regen is increased by [ae92d5]0.5[-]"
perkSorcerySpiritMasteryRank6Desc,"[407fff]ADEPT[-] Spiritist\n• You are now an [407fff]Adept[-] Spiritist:\n• Maximum Spirit is increased by [ae92d5]60%[-]\n• Spirit Regeneration is increased by [ae92d5]60%[-]\n• Base Spirit Regen is increased by [ae92d5]0.6[-]"
perkSorcerySpiritMasteryRank7Desc,"[I]Expert Training[/I]\n• You're training to become an [ba3fd0]Expert[-] Spiritist:\n• Maximum Spirit is increased by [ae92d5]65%[-]\n• Base Spirit Regen is increased by [ae92d5]0.7[-]"
perkSorcerySpiritMasteryRank8Desc,"[ba3fd0]EXPERT[-] Spiritist\n• You are now an [ba3fd0]Expert[-] Spiritist:\n• Maximum Spirit is increased by [ae92d5]80%[-]\n• Spirit Regeneration is increased by [ae92d5]80%[-]\n• Base Spirit Regen is increased by [ae92d5]0.8[-]"
perkSorcerySpiritMasteryRank9Desc,"[I]Master Training[/I]\n• You're training to become a [e60000]Master[-] Spiritist:\n• Maximum Spirit is increased by [ae92d5]85%[-]\n• Base Spirit Regen is increased by [ae92d5]0.9[-]"
perkSorcerySpiritMasteryRank10Desc,"[e60000]MASTER[-] Spiritist\n• You are now a [e60000]Master[-] Spiritist:\n• Maximum Spirit is increased by [ae92d5]100%[-]\n• Spirit Regeneration is increased by [ae92d5]100%[-]\n• Base Spirit Regen is increased by [ae92d5]1.0[-]\n• You boost Max Spirit and Regen of nearby [ae92d5]Allies[-]"

perkSorceryRuneMasteryRank1Desc,"[d1d1d1]TRAINING[-] Enchanter\n• You are [d1d1d1]Training[-] to become an Enchanter:\n• Burden Penalty of Runes is reduced by [ae92d5]-7.5%[-]\n• Degradation Penalty of Runes is reduced by [ae92d5]-5%[-]"
perkSorceryRuneMasteryRank2Desc,"[2f9970]INITIATE[-] Enchanter\n• You are now an [2f9970]Initiate[-] Enchanter:\n• Learn to craft [b1b1b1][U]Common[/U][-] Runes at an Enchanting Table\n• Learn to craft [e3bb70][U]Rune Hammers[/U][-] at a Spellforge\n• All Runes are [ae92d5]+20%[-] more effective\n• Burden Penalty of Runes is reduced by [ae92d5]-15%[-]\n• Degradation Penalty of Runes is reduced by [ae92d5]-10%[-]"
perkSorceryRuneMasteryRank3Desc,"[I]Novice Training[/I]\n• You're training to become a [36dc2a]Novice[-] Enchanter:\n• Burden Penalty of Runes is reduced by [ae92d5]-22.5%[-]\n• Degradation Penalty of Runes is reduced by [ae92d5]-15%[-]"
perkSorceryRuneMasteryRank4Desc,"[36dc2a]NOVICE[-] Enchanter\n• You are now a [36dc2a]Novice[-] Enchanter:\n• Learn to craft an [e3bb70][U]Enchanting Table[/U][-] to make Rune Enchants\n• Learn to perform [d1d1d1][U]Transmutations[/U][-] at an Enchanting Table\n• All Runes are [ae92d5]+40%[-] more effective\n• Burden Penalty of Runes is reduced by [ae92d5]-30%[-]\n• Degradation Penalty of Runes is reduced by [ae92d5]-20%[-]"
perkSorceryRuneMasteryRank5Desc,"[I]Adept Training[/I]\n• You're training to become an [407fff]Adept[-] Enchanter:\n• Burden Penalty of Runes is reduced by [ae92d5]-37.5%[-]\n• Degradation Penalty of Runes is reduced by [ae92d5]-25%[-]"
perkSorceryRuneMasteryRank6Desc,"[407fff]ADEPT[-] Enchanter\n• You are now an [407fff]Adept[-] Enchanter:\n• Learn to craft [d7dce4][U]Rare (Silver)[/U][-] Runes at an Enchanting Table\n• All Runes are [ae92d5]+60%[-] more effective\n• Burden Penalty of Runes is reduced by [ae92d5]-45%[-]\n• Degradation Penalty of Runes is reduced by [ae92d5]-30%[-]"
perkSorceryRuneMasteryRank7Desc,"[I]Expert Training[/I]\n• You're training to become an [ba3fd0]Expert[-] Enchanter:\n• Burden Penalty of Runes is reduced by [ae92d5]-52.5%[-]\n• Degradation Penalty of Runes is reduced by [ae92d5]-35%[-]"
perkSorceryRuneMasteryRank8Desc,"[ba3fd0]EXPERT[-] Enchanter\n• You are now an [ba3fd0]Expert[-] Enchanter:\n• All Runes are [ae92d5]+80%[-] more effective\n• Burden Penalty of Runes is reduced by [ae92d5]-60%[-]\n• Degradation Penalty of Runes is reduced by [ae92d5]-40%[-]"
perkSorceryRuneMasteryRank9Desc,"[I]Master Training[/I]\n• You're training to become a [e60000]Master[-] Enchanter:\n• Burden Penalty of Runes is reduced by [ae92d5]-67.5%[-]\n• Degradation Penalty of Runes is reduced by [ae92d5]-45%[-]"
perkSorceryRuneMasteryRank10Desc,"[e60000]MASTER[-] Enchanter\n• You are now a [e60000]Master[-] Enchanter:\n• Learn to craft [e3bb70][U]Legendary (Gold)[/U][-] Runes at an Enchanting Table\n• All Runes are [ae92d5]+100%[-] more effective\n• Burden Penalty of Runes is reduced by [ae92d5]-75%[-]\n• Degradation Penalty of Runes is reduced by [ae92d5]-50%[-]\n• You boost Rune Effectiveness of nearby [ae92d5]Allies[-]"

perkSorceryHarvestWandRank1Desc,"[2f9970]INITIATE[-] Arcane Harvestor\n• You are now an [2f9970]Initiate[-] Arcane Harvestor:\n• Learn to craft [2f9970]Initiate[-] [e3bb70][U]Harvest Wand[/U][-] at a Sorcerer Desk\n• Harvest Wand gains [ae92d5]+20% Effectiveness[-] to Harvesting\n• Fatigue duration is reduced to [ae92d5]25 Seconds[-]"
perkSorceryHarvestWandRank2Desc,"[36dc2a]NOVICE[-] Arcane Harvestor\n• You are now a [36dc2a]Novice[-] Arcane Harvestor:\n• Craft [36dc2a]Novice[-] Harvest Wand at a Sorcerer Desk\n• Harvest Wand gains [ae92d5]+40% Effectiveness[-] to Harvesting\n• Fatigue duration is reduced to [ae92d5]20 Seconds[-]"
perkSorceryHarvestWandRank3Desc,"[407fff]ADEPT[-] Arcane Harvestor\n• You are now an [407fff]Adept[-] Arcane Harvestor:\n• Craft [407fff]Adept[-] Harvest Wand at a Sorcerer Desk\n• Harvest Wand gains [ae92d5]+60% Effectiveness[-] to Harvesting\n• Fatigue duration is reduced to [ae92d5]15 Seconds[-]"
perkSorceryHarvestWandRank4Desc,"[ba3fd0]EXPERT[-] Arcane Harvestor\n• You are now an [ba3fd0]Expert[-] Arcane Harvestor:\n• Craft [ba3fd0]Expert[-] Harvest Wand at a Sorcerer Desk\n• Harvest Wand gains [ae92d5]+80% Effectiveness[-] to Harvesting\n• Fatigue duration is reduced to [ae92d5]10 Seconds[-]"
perkSorceryHarvestWandRank5Desc,"[e60000]MASTER[-] Arcane Harvestor\n• You are now a [e60000]Master[-] Arcane Harvestor:\n• Craft [e60000]Master[-] Harvest Wand at a Sorcerer Desk\n• Harvest Wand gains [ae92d5]Double Effectiveness[-] to Harvesting\n• Fatigue duration is reduced to [ae92d5]5 Seconds[-]"

perkSorcerySupportRank1Desc,"[d7dce4]SILVER[-] Supporter Perks\n• You like Sorcery and want frequent updates:\n• [d7dce4]Supporter Access[-]: Exclusive Supporter Perks\n• [d7dce4]x4 Voting Weight[-]: All Polls & access to Supporter-Exclusive Polls\n• [d7dce4]Essence Hunter[-]: [36dc2a]+50%[-] All Essence Find\n• [d7dce4]Lucky[-]: [36dc2a]+15%[-] Rare Loot, Treasure, Bartering\n• [d7dce4]Traveler[-]: [36dc2a]+10%[-] Movement Speed\n• [d7dce4]Silver Key[-]: Unlock Supporter Craftables: [I]Portals, Class Runes, Teleport Scrolls, Summon Omni Pack, Arcane Vision Rune, Traveler Rune, Deeper Pocket Rune, Skill Grimoire.[/I]"
perkSorcerySupportRank2Desc,"[e3bb70]GOLD[-] Supporter Perks\n• You love Sorcery and want A LOT of frequent updates:\n• [e3bb70]Supporter Access[-]: Exclusive Supporter Perks\n• [e3bb70]Max Voting Weight[-]: All Polls & access to Supporter-Exclusive Polls ([36dc2a]x8[-])\n• [e3bb70]Essence Hunter II[-]: [36dc2a]+100%[-] All Essence Find\n• [e3bb70]Lucky II[-]: [36dc2a]+30%[-] Rare Loot, Treasure, Bartering\n• [e3bb70]Traveler II[-]: [36dc2a]+20%[-] Movement Speed\n• [e3bb70]Gold Key[-]: Unlock Supporter Craftables: [I]Portals, Class Runes, Teleport Scrolls, Summon Omni Pack, Arcane Vision Rune, Traveler Rune, Deeper Pocket Rune, Skill Grimoire.[/I]"

perkSorceryFireAspectRank1Desc,"[2f9970]INITIATE[-] Aspect of Fire\n• Learn how to craft [e3bb70][U]Rune: Aspect of Fire[/U][-] at an Enchanting Table\n[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]20%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]20%[-] chance to [ae92d5]Incinerate[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]10%[-] Fire [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]FIRE AURA[-]: Fire Aura becomes [ae92d5]20%[-] deadlier\n[36dc2a]FIRE AURA[-]: Fire Aura has a [ae92d5]10%[-] chance to [ae92d5]Explode[-] attackers\n[36dc2a]FIRE AURA[-]: Range increased to [ae92d5]2.5m[-] in all directions"
perkSorceryFireAspectRank2Desc,"[36dc2a]NOVICE[-] Aspect of Fire\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]40%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]25%[-] chance to [ae92d5]Incinerate[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]20%[-] Fire [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]FIRE AURA[-]: Fire Aura becomes [ae92d5]40%[-] deadlier\n[36dc2a]FIRE AURA[-]: Fire Aura has a [ae92d5]20%[-] chance to [ae92d5]Explode[-] attackers\n[36dc2a]FIRE AURA[-]: Range increased to [ae92d5]3.0m[-] in all directions"
perkSorceryFireAspectRank3Desc,"[407fff]ADEPT[-] Aspect of Fire\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]60%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]30%[-] chance to [ae92d5]Incinerate[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]30%[-] Fire [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]FIRE AURA[-]: Fire Aura becomes [ae92d5]60%[-] deadlier\n[36dc2a]FIRE AURA[-]: Fire Aura has a [ae92d5]30%[-] chance to [ae92d5]Explode[-] attackers\n[36dc2a]FIRE AURA[-]: Range increased to [ae92d5]3.5m[-] in all directions"
perkSorceryFireAspectRank4Desc,"[ba3fd0]EXPERT[-] Aspect of Fire\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]80%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]35%[-] chance to [ae92d5]Incinerate[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]40%[-] Fire [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]FIRE AURA[-]: Fire Aura becomes [ae92d5]80%[-] deadlier\n[36dc2a]FIRE AURA[-]: Fire Aura has a [ae92d5]40%[-] chance to [ae92d5]Explode[-] attackers\n[36dc2a]FIRE AURA[-]: Range increased to [ae92d5]4.0m[-] in all directions"
perkSorceryFireAspectRank5Desc,"[e60000]MASTER[-] Aspect of Fire\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]100%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]40%[-] chance to [ae92d5]Incinerate[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]50%[-] Fire [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]FIRE AURA[-]: Fire Aura becomes [ae92d5]100%[-] deadlier\n[36dc2a]FIRE AURA[-]: Fire Aura has a [ae92d5]50%[-] chance to [ae92d5]Explode[-] attackers\n[36dc2a]FIRE AURA[-]: Range increased to [ae92d5]4.5m[-] in all directions"

perkSorceryIceAspectRank1Desc,"[2f9970]INITIATE[-] Aspect of Ice\n• Learn how to craft [e3bb70][U]Rune: Aspect of Ice[/U][-] at an Enchanting Table\n[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]20%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]20%[-] chance to [ae92d5]Chill[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]10%[-] Ice [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]ICE AURA[-]: Ice Aura becomes [ae92d5]20%[-] deadlier\n[36dc2a]ICE AURA[-]: Ice Aura has a [ae92d5]10%[-] chance to [ae92d5]Freeze[-] attackers\n[36dc2a]ICE AURA[-]: Range increased to [ae92d5]2.5m[-] in all directions"
perkSorceryIceAspectRank2Desc,"[36dc2a]NOVICE[-] Aspect of Ice\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]40%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]25%[-] chance to [ae92d5]Chill[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]20%[-] Ice [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]ICE AURA[-]: Ice Aura becomes [ae92d5]40%[-] deadlier\n[36dc2a]ICE AURA[-]: Ice Aura has a [ae92d5]20%[-] chance to [ae92d5]Freeze[-] attackers\n[36dc2a]ICE AURA[-]: Range increased to [ae92d5]3.0m[-] in all directions"
perkSorceryIceAspectRank3Desc,"[407fff]ADEPT[-] Aspect of Ice\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]60%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]30%[-] chance to [ae92d5]Chill[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]30%[-] Ice [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]ICE AURA[-]: Ice Aura becomes [ae92d5]60%[-] deadlier\n[36dc2a]ICE AURA[-]: Ice Aura has a [ae92d5]30%[-] chance to [ae92d5]Freeze[-] attackers\n[36dc2a]ICE AURA[-]: Range increased to [ae92d5]3.5m[-] in all directions"
perkSorceryIceAspectRank4Desc,"[ba3fd0]EXPERT[-] Aspect of Ice\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]80%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]35%[-] chance to [ae92d5]Chill[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]40%[-] Ice [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]ICE AURA[-]: Ice Aura becomes [ae92d5]80%[-] deadlier\n[36dc2a]ICE AURA[-]: Ice Aura has a [ae92d5]40%[-] chance to [ae92d5]Freeze[-] attackers\n[36dc2a]ICE AURA[-]: Range increased to [ae92d5]4.0m[-] in all directions"
perkSorceryIceAspectRank5Desc,"[e60000]MASTER[-] Aspect of Ice\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]100%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]40%[-] chance to [ae92d5]Chill[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]50%[-] Ice [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]ICE AURA[-]: Ice Aura becomes [ae92d5]100%[-] deadlier\n[36dc2a]ICE AURA[-]: Ice Aura has a [ae92d5]50%[-] chance to [ae92d5]Freeze[-] attackers\n[36dc2a]ICE AURA[-]: Range increased to [ae92d5]4.5m[-] in all directions"

perkSorceryLightningAspectRank1Desc,"[2f9970]INITIATE[-] Aspect of Lightning\n• Learn how to craft [e3bb70][U]Rune: Aspect of Lightning[/U][-] at an Enchanting Table\n[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]20%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]20%[-] chance to [ae92d5]Shock[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]10%[-] Lightning [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]LIGHTNING AURA[-]: Lightning Aura becomes [ae92d5]20%[-] deadlier\n[36dc2a]LIGHTNING AURA[-]: Lightning Aura has a [ae92d5]10%[-] chance to [ae92d5]Electrocute[-] attackers\n[36dc2a]LIGHTNING AURA[-]: Range increased to [ae92d5]2.5m[-] in all directions"
perkSorceryLightningAspectRank2Desc,"[36dc2a]NOVICE[-] Aspect of Lightning\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]40%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]25%[-] chance to [ae92d5]Shock[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]20%[-] Lightning [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]LIGHTNING AURA[-]: Lightning Aura becomes [ae92d5]40%[-] deadlier\n[36dc2a]LIGHTNING AURA[-]: Lightning Aura has a [ae92d5]20%[-] chance to [ae92d5]Electrocute[-] attackers\n[36dc2a]LIGHTNING AURA[-]: Range increased to [ae92d5]3.0m[-] in all directions"
perkSorceryLightningAspectRank3Desc,"[407fff]ADEPT[-] Aspect of Lightning\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]60%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]30%[-] chance to [ae92d5]Shock[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]30%[-] Lightning [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]LIGHTNING AURA[-]: Lightning Aura becomes [ae92d5]60%[-] deadlier\n[36dc2a]LIGHTNING AURA[-]: Lightning Aura has a [ae92d5]30%[-] chance to [ae92d5]Electrocute[-] attackers\n[36dc2a]LIGHTNING AURA[-]: Range increased to [ae92d5]3.5m[-] in all directions"
perkSorceryLightningAspectRank4Desc,"[ba3fd0]EXPERT[-] Aspect of Lightning\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]80%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]35%[-] chance to [ae92d5]Shock[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]40%[-] Lightning [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]LIGHTNING AURA[-]: Lightning Aura becomes [ae92d5]80%[-] deadlier\n[36dc2a]LIGHTNING AURA[-]: Lightning Aura has a [ae92d5]40%[-] chance to [ae92d5]Electrocute[-] attackers\n[36dc2a]LIGHTNING AURA[-]: Range increased to [ae92d5]4.0m[-] in all directions"
perkSorceryLightningAspectRank5Desc,"[e60000]MASTER[-] Aspect of Lightning\n• [ae92d5]PASSIVE[-]: Attackers have a [ae92d5]100%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]40%[-] chance to [ae92d5]Shock[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]50%[-] Lightning [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]LIGHTNING AURA[-]: Lightning Aura becomes [ae92d5]100%[-] deadlier\n[36dc2a]LIGHTNING AURA[-]: Lightning Aura has a [ae92d5]50%[-] chance to [ae92d5]Electrocute[-] attackers\n[36dc2a]LIGHTNING AURA[-]: Range increased to [ae92d5]4.5m[-] in all directions"

perkSorceryArmorRank1Desc,"[2f9970]INITIATE[-] Arcane Tailor\n• You are now an [2f9970]Initiate[-] Arcane Tailor:\n• Learn to craft [2f9970]Initiate[-] [e3bb70][U]Arcane Sorcerer Armor[/U][-] at an Arcane Wheel\n• Movement Speed increased by [ae92d5].5%[-] per armor piece"
perkSorceryArmorRank2Desc,"[36dc2a]NOVICE[-] Arcane Tailor\n• You are now a [36dc2a]Novice[-] Arcane Tailor:\n• Tailor [36dc2a]Novice[-] Arcane Sorcerer Armor at an Arcane Wheel\n• Movement Speed increased by [ae92d5]1%[-] per armor piece"
perkSorceryArmorRank3Desc,"[407fff]ADEPT[-] Arcane Tailor\n• You are now an [407fff]Adept[-] Arcane Tailor:\n• Tailor [407fff]Adept[-] Arcane Sorcerer Armor at an Arcane Wheel\n• Wearing [ae92d5]10/10[-] Arcane Armor unlocks passive [e3bb70][U]Set Bonuses[/U][-]\n• Movement Speed increased by [ae92d5]1.5%[-] per armor piece"
perkSorceryArmorRank4Desc,"[ba3fd0]EXPERT[-] Arcane Tailor\n• You are now an [ba3fd0]Expert[-] Arcane Tailor:\n• Tailor [ba3fd0]Expert[-] Arcane Sorcerer Armor at an Arcane Wheel\n• Movement Speed increased by [ae92d5]2%[-] per armor piece"
perkSorceryArmorRank5Desc,"[e60000]MASTER[-] Arcane Tailor\n• You are now a [e60000]Master[-] Arcane Tailor:\n• Tailor [e60000]Master[-] Arcane Sorcerer Armor at an Arcane Wheel\n• Wearing all set pieces unlocks full set abilities ([ae92d5]{cvar(.ArcaneArmorSetPieces:0)}[-]/10)\n• Movement Speed increased by [ae92d5]2.5%[-] per armor piece"

perkSorceryArmorFireRank1Desc,"[2f9970]INITIATE[-] Fire Tailor\n• You are now an [2f9970]Initiate[-] Fire Tailor:\n• Learn to craft [2f9970]Initiate[-] [e3bb70][U]Fire Sorcerer Armor[/U][-] at an Arcane Wheel\n• Movement Speed increased by [ae92d5].5%[-] per armor piece"
perkSorceryArmorFireRank2Desc,"[36dc2a]NOVICE[-] Fire Tailor\n• You are now a [36dc2a]Novice[-] Fire Tailor:\n• Tailor [36dc2a]Novice[-] Fire Sorcerer Armor at an Arcane Wheel\n• Movement Speed increased by [ae92d5]1%[-] per armor piece"
perkSorceryArmorFireRank3Desc,"[407fff]ADEPT[-] Fire Tailor\n• You are now an [407fff]Adept[-] Fire Tailor:\n• Tailor [407fff]Adept[-] Fire Sorcerer Armor at an Arcane Wheel\n• Wearing [ae92d5]10/10[-] Fire Armor unlocks passive [e3bb70][U]Set Bonuses[/U][-]\n• Movement Speed increased by [ae92d5]1.5%[-] per armor piece"
perkSorceryArmorFireRank4Desc,"[ba3fd0]EXPERT[-] Fire Tailor\n• You are now an [ba3fd0]Expert[-] Fire Tailor:\n• Tailor [ba3fd0]Expert[-] Fire Sorcerer Armor at an Arcane Wheel\n• Movement Speed increased by [ae92d5]2%[-] per armor piece"
perkSorceryArmorFireRank5Desc,"[e60000]MASTER[-] Fire Tailor\n• You are now a [e60000]Master[-] Fire Tailor:\n• Tailor [e60000]Master[-] Fire Sorcerer Armor at an Arcane Wheel\n• Wearing all set pieces unlocks full set abilities ([ae92d5]{cvar(.FireArmorSetPieces:0)}[-]/10)\n• Movement Speed increased by [ae92d5]2.5%[-] per armor piece"

perkSorceryArmorIceRank1Desc,"[2f9970]INITIATE[-] Ice Tailor\n• You are now an [2f9970]Initiate[-] Ice Tailor:\n• Learn to craft [2f9970]Initiate[-] [e3bb70][U]Ice Sorcerer Armor[/U][-] at an Arcane Wheel\n• Movement Speed increased by [ae92d5].5%[-] per armor piece"
perkSorceryArmorIceRank2Desc,"[36dc2a]NOVICE[-] Ice Tailor\n• You are now a [36dc2a]Novice[-] Ice Tailor:\n• Tailor [36dc2a]Novice[-] Ice Sorcerer Armor at an Arcane Wheel\n• Movement Speed increased by [ae92d5]1%[-] per armor piece"
